Athlete ID,Athlete Name,Event Name,Category,Age,Gender,Converted to Standard Units,Mean,Median,Standard Deviation,Best Score,Slope,Qualification Standard,Medal Standard,LR_Mean_Qualify,LR_Mean_Medal,LR_Median_Qualify,LR_Median_Medal,LR_Best_Qualify,LR_Best_Medal,Bayes_Mean_Qualify,Bayes_Mean_Medal,Bayes_Median_Qualify,Bayes_Median_Medal,Bayes_Best_Qualify,Bayes_Best_Medal,RF_Mean_Qualify,RF_Mean_Medal,RF_Median_Qualify,RF_Median_Medal,RF_Best_Qualify,RF_Best_Medal,GB_Mean_Qualify,GB_Mean_Medal,GB_Median_Qualify,GB_Median_Medal,GB_Best_Qualify,GB_Best_Medal,MC_Mean_Qualify,MC_Mean_Medal,MC_Median_Qualify,MC_Median_Medal,MC_Best_Qualify,MC_Best_Medal,cleaning_issues,performance_flag_ok
AT_TE_SH_0004,Tejaswin Shankar,Men's Shot Put,Throw,27.0,Male,"12, 13.39",12.695,12.695,0.9828784258493014,13.39,1.39,21.5,22.15,2.1,1.8,2.1,1.8,3.1,2.6,33.9,24.2,33.9,24.2,34.1,24.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,99.9,100.0,99.9,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_UJ_RA_0007,Ujjwal Raj,Men's 100m,Track,18.0,Male,"11.650, 11.790",11.72,11.72,0.0989949493661164,11.65,0.14,10.0,9.79,13.4,10.8,13.4,10.8,14.2,11.5,23.5,14.1,23.5,14.1,23.5,14.1,0.0,0.0,0.0,0.0,0.0,0.0,93.4,93.2,93.4,93.2,93.5,93.3,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_A_AN_0008,A Anand Vel,Men's 4 x 400m Relay,Track,,Male,201.370,201.37,201.37,,201.37,,180.8,174.53,32.8,24.8,32.8,24.8,32.8,24.8,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,94.1,93.9,94.1,93.9,94.1,93.9,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_AR_KU_0009,Aryan kumar,Men's Javelin Throw,Throw,,Male,"50.32, 48.02",49.17,49.17,1.6263455967290572,50.32,-2.3,85.5,89.45,1.0,0.7,1.0,0.7,1.1,0.9,23.0,13.8,23.0,13.8,23.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,89.1,88.3,89.1,88.3,89.5,88.7,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_HI_KU_0011,Himanshu Kumar Singh,Men's High Jump,Jump,16.0,Male,"1.98, 1.94, 1.88, 1.77, 1.93, 1.8",1.8833333333333333,1.905,0.0831063575586529,1.98,-0.0297,2.33,2.36,8.2,7.5,9.0,8.2,12.1,11.0,22.7,13.6,22.7,13.6,22.8,13.7,0.0,0.0,0.0,0.0,0.0,0.0,93.0,92.9,93.1,93.0,93.4,93.3,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_HA_XX_0012,Hardeep,Men's High Jump,Jump,,Male,1.9,1.9,1.9,,1.9,,2.33,2.36,19.6,18.1,19.6,18.1,19.6,18.1,28.5,19.0,28.5,19.0,28.5,19.0,95.0,95.0,95.0,95.0,95.0,95.0,93.8,93.7,93.8,93.7,93.8,93.7,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_AB_DE_0014,Abhinandan Deepak Suryavanshi,Men's 1500m,Track,,Male,254.730,254.73,254.73,,254.73,,213.5,208.24,18.3,14.3,18.3,14.3,18.3,14.3,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7,93.5,93.7,93.5,93.7,93.5,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_AV_XX_0015,Avdesh,Men's 1500m,Track,,Male,236.780,236.78,236.78,,236.78,,213.5,208.24,33.9,28.0,33.9,28.0,33.9,28.0,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,94.1,94.0,94.1,94.0,94.1,94.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_AV_XX_0015,Avdesh,Men's 800m,Track,,Male,117.070,117.07,117.07,,117.07,,104.7,101.2,31.9,24.3,31.9,24.3,31.9,24.3,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,94.1,93.9,94.1,93.9,94.1,93.9,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_NE_TO_0016,Netik Tomar,Men's 1500m,Track,,Male,246.040,246.04,246.04,,246.04,,213.5,208.24,25.1,20.1,25.1,20.1,25.1,20.1,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9,93.8,93.9,93.8,93.9,93.8,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_VI_KU_0018,Vijay Kumar,Men's 1500m,Track,18.0,Male,"245.710, 237.120, 244.500, 241.540",242.2175,243.02,3.8232130902335753,237.12,-0.513,213.5,208.24,35.8,29.7,35.0,28.9,41.2,34.8,32.7,23.4,32.7,23.4,32.7,23.4,0.0,0.0,0.0,0.0,0.0,0.0,94.2,94.1,94.2,94.0,94.3,94.2,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_VI_KU_0018,Vijay Kumar,Men's 800m,Track,18.0,Male,131.560,131.56,131.56,,131.56,,104.7,101.2,10.7,7.2,10.7,7.2,10.7,7.2,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,93.2,92.8,93.2,92.8,93.2,92.8,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_VI_KU_0019,Vinod Kumar Chardhari,Men's 800m,Track,,Male,"117.960, 117.900",117.93,117.93,0.0424264068711894,117.9,-0.06,104.7,101.2,41.2,32.4,41.2,32.4,41.3,32.5,33.2,23.7,33.2,23.7,33.2,23.7,0.0,0.0,0.0,0.0,0.0,0.0,94.3,94.1,94.3,94.1,94.3,94.1,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_AN_SH_0020,Anoof Shahzad,Men's Long Jump,Jump,,Male,0.4,0.4,0.4,,0.4,,8.27,8.36,0.0,0.0,0.0,0.0,0.0,0.0,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,58.9,59.0,58.9,59.0,58.9,0.0,0.0,0.0,0.0,0.0,0.0,long_jump_range,False
AT_PR_RA_0021,Prem Raj,Men's Long Jump,Jump,,Male,0.5,0.5,0.5,,0.5,,8.27,8.36,0.0,0.0,0.0,0.0,0.0,0.0,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3,60.2,60.3,60.2,60.3,60.2,0.0,0.0,0.0,0.0,0.0,0.0,long_jump_range,False
AT_SA_PA_0022,Sahli Pandey,Men's Long Jump,Jump,,Male,0.4,0.4,0.4,,0.4,,8.27,8.36,0.0,0.0,0.0,0.0,0.0,0.0,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,58.9,59.0,58.9,59.0,58.9,0.0,0.0,0.0,0.0,0.0,0.0,long_jump_range,False
AT_SH_YA_0023,Shivam Yadav,"Men's 10,000m",Track,24.0,Male,1871.990,1871.99,1871.99,,1871.99,,1620.0,1603.2,27.1,24.7,27.1,24.7,27.1,24.7,31.5,21.0,31.5,21.0,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_SH_YA_0023,Shivam Yadav,Men's 5000m,Track,24.0,Male,"863.450, 857.510",860.48,860.48,4.20021428024813,857.51,-5.94,785.0,793.66,52.2,55.4,52.2,55.4,53.2,56.3,36.6,26.1,36.6,26.1,36.6,26.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_SH_YA_0023,Shivam Yadav,Men's Long Jump,Jump,24.0,Male,0.1,0.1,0.1,,0.1,,8.27,8.36,0.0,0.0,0.0,0.0,0.0,0.0,31.5,21.0,31.5,21.0,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6,60.6,60.6,60.6,60.6,60.6,0.0,0.0,0.0,0.0,0.0,0.0,long_jump_range,False
AT_AB_SH_0024,Abdularajak Shiggava,Men's Hammer Throw,Throw,18.0,Male,48.06,48.06,48.06,,48.06,,78.2,79.97,3.2,2.8,3.2,2.8,3.2,2.8,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7,91.5,91.7,91.5,91.7,91.5,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_AB_SH_0024,Abdularajak Shiggava,Men's Triple Jump,Jump,18.0,Male,48.44,48.44,48.44,,48.44,,17.22,17.84,95.0,95.0,95.0,95.0,95.0,95.0,66.5,57.0,66.5,57.0,66.5,57.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,triple_jump_range,False
AT_AD_AJ_0025,Adhihthya Ajj,Men's Triple Jump,Jump,,Male,"16.07, 16.08",16.075,16.075,0.007071067811864,16.08,0.01,17.22,17.84,55.3,47.6,55.3,47.6,55.3,47.7,33.2,23.7,33.2,23.7,33.2,23.7,95.0,95.0,95.0,95.0,95.0,95.0,94.5,94.4,94.5,94.4,94.5,94.4,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_BR_A_0026,Brinda A,Men's Triple Jump,Jump,,Male,16.12,16.12,16.12,,16.12,,17.22,17.84,44.2,36.7,44.2,36.7,44.2,36.7,28.5,19.0,28.5,19.0,28.5,19.0,95.0,38.0,95.0,38.0,95.0,38.0,94.3,94.2,94.3,94.2,94.3,94.2,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_GO_N_0027,Gowisikal N,Men's Triple Jump,Jump,,Male,11.12,11.12,11.12,,11.12,,17.22,17.84,4.3,3.5,4.3,3.5,4.3,3.5,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,92.2,91.8,92.2,91.8,92.2,91.8,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_IS_EL_0028,Isha Elizabeth Renujith,Men's Triple Jump,Jump,,Male,"15.02, 15.12",15.07,15.07,0.0707106781186538,15.12,0.1,17.22,17.84,40.5,33.7,40.5,33.7,41.2,34.3,33.1,23.6,33.1,23.6,33.1,23.6,95.0,95.0,95.0,95.0,95.0,95.0,94.3,94.1,94.3,94.1,94.3,94.2,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_PR_RA_0029,Prem Raj,Men's Triple Jump,Jump,,Male,0.2,0.2,0.2,,0.2,,17.22,17.84,0.0,0.0,0.0,0.0,0.0,0.0,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,54.8,54.7,54.8,54.7,54.8,54.7,0.0,0.0,0.0,0.0,0.0,0.0,triple_jump_range,False
AT_R._OW_0030,R.K. Owl,Men's Triple Jump,Jump,,Male,0.4,0.4,0.4,,0.4,,17.22,17.84,0.0,0.0,0.0,0.0,0.0,0.0,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1,56.0,56.1,56.0,56.1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,triple_jump_range,False
AT_SH_XX_0031,Sharanam,Men's Triple Jump,Jump,,Male,11.42,11.42,11.42,,11.42,,17.22,17.84,5.1,4.1,5.1,4.1,5.1,4.1,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,92.4,92.1,92.4,92.1,92.4,92.1,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_SH_AM_0032,Shourya Ambure,Men's Triple Jump,Jump,,Male,"14.11, 14.33",14.22,14.22,0.1555634918610415,14.33,0.22,17.22,17.84,28.4,23.0,28.4,23.0,29.7,24.2,32.9,23.5,32.9,23.5,32.9,23.5,95.0,95.0,95.0,95.0,95.0,95.0,94.0,93.9,94.0,93.9,94.1,93.9,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_SJ_XX_0033,Sjeevitha,Men's Triple Jump,Jump,,Male,"15.29, 15.51",15.4,15.4,0.1555634918610415,15.51,0.22,17.22,17.84,43.8,36.6,43.8,36.6,45.3,38.0,32.9,23.5,32.9,23.5,32.9,23.5,95.0,95.0,95.0,95.0,95.0,95.0,94.3,94.2,94.3,94.2,94.3,94.2,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_SW_SA_0034,Swanandi Sawant,Men's Triple Jump,Jump,,Male,"14.99, 14.63",14.81,14.81,0.2545584412271567,14.99,-0.36,17.22,17.84,16.3,12.7,16.3,12.7,17.8,13.9,23.3,14.0,23.3,14.0,23.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,93.6,93.4,93.6,93.4,93.7,93.5,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_VI_N_0035,Vishnusuree N S,Men's Triple Jump,Jump,,Male,14.88,14.88,14.88,,14.88,,17.22,17.84,28.3,22.7,28.3,22.7,28.3,22.7,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,93.9,94.0,93.9,94.0,93.9,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_PO_XX_0037,Pooja,Men's 1500m,Track,,Male,253.750,253.75,253.75,,253.75,,213.5,208.24,19.0,14.9,19.0,14.9,19.0,14.9,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7,93.5,93.7,93.5,93.7,93.5,0.0,0.0,0.0,0.0,0.0,0.0,,True
AT_PO_XX_0037,Pooja,Men's 800m,Track,,Male,121.030,121.03,121.03,,121.03,,104.7,101.2,24.4,17.9,24.4,17.9,24.4,17.9,28.5,19.0,28.5,19.0,28.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9,93.7,93.9,93.7,93.9,93.7,0.0,0.0,0.0,0.0,0.0,0.0,,True
